post_id,influencer_id,platform,posted_at,caption,views,likes,comments,shares,audio_type,campaign_tag
7490,148,tiktok,2025-11-15T17:43:03.784718,"New drop just landed, what do you think. Reaction content.",12912,1608,288,477,original,back_to_school_2025
7491,148,tiktok,2025-10-20T21:38:23.784718,You asked for it so here it is. Reaction content.,7174,669,65,216,catalogue,reggaeton_launch_q2
7492,148,tiktok,2025-11-05T07:16:12.784718,Behind the scenes of the next project. Reaction content.,14822,814,89,179,catalogue,
7493,148,tiktok,2025-09-01T18:52:36.784718,Tag a friend who needs to see this. Reaction content.,4550,315,46,39,original,beauty_summer_2025
7494,148,tiktok,2025-09-06T01:43:46.784718,POV you are listening to this on repeat. Reaction content.,6213,426,46,96,catalogue,
7495,148,tiktok,2025-08-10T14:14:21.784718,POV you are listening to this on repeat. Reaction content.,12412,1128,119,251,trending,back_to_school_2025
7496,148,tiktok,2025-10-01T09:53:49.784718,Tag a friend who needs to see this. Reaction content.,3909,465,51,35,original,beauty_summer_2025
7497,148,tiktok,2025-07-28T22:52:09.784718,"New drop just landed, what do you think. Reaction content.",11024,1001,128,203,trending,beauty_summer_2025
7498,148,tiktok,2025-08-11T01:17:46.784718,You asked for it so here it is. Reaction content.,7834,739,154,179,original,
7499,148,tiktok,2025-10-16T01:54:32.784718,This audio is stuck in my head. Reaction content.,8239,695,77,179,catalogue,gaming_console_drop
7500,148,tiktok,2025-09-06T22:20:20.784718,"New drop just landed, what do you think. Reaction content.",11752,943,158,120,catalogue,reggaeton_launch_q2
7501,148,tiktok,2025-10-24T06:21:47.784718,Behind the scenes of the next project. Reaction content.,15478,1768,130,516,original,gaming_console_drop
7502,148,tiktok,2025-08-02T11:40:48.784718,Cannot believe this just happened. Reaction content.,8505,839,105,92,catalogue,fitness_january_push
7503,148,tiktok,2025-08-21T18:14:08.784718,POV you are listening to this on repeat. Reaction content.,16358,1258,255,467,catalogue,back_to_school_2025
7504,148,tiktok,2025-08-23T18:50:16.784718,POV you are listening to this on repeat. Reaction content.,9776,1228,159,223,trending,back_to_school_2025
7505,148,tiktok,2025-08-05T13:37:26.784718,This audio is stuck in my head. Reaction content.,16213,1280,179,117,catalogue,reggaeton_launch_q2
7506,148,tiktok,2025-09-03T11:39:10.784718,POV you are listening to this on repeat. Reaction content.,5025,575,46,166,original,
7507,148,tiktok,2025-11-17T20:31:13.784718,Behind the scenes of the next project. Reaction content.,13106,1057,82,229,original,gaming_console_drop
7508,148,tiktok,2025-10-31T09:45:44.784718,Behind the scenes of the next project. Reaction content.,3934,391,58,37,trending,gaming_console_drop
7509,148,tiktok,2025-08-29T02:11:55.784718,"New drop just landed, what do you think. Reaction content.",11558,1414,205,404,trending,beauty_summer_2025
7510,148,tiktok,2025-09-01T14:26:10.784718,Day 4 of posting until this goes viral. Reaction content.,8703,434,55,98,catalogue,reggaeton_launch_q2
7511,148,tiktok,2025-07-26T05:55:17.784718,POV you are listening to this on repeat. Reaction content.,15628,1066,155,70,catalogue,back_to_school_2025
7512,148,tiktok,2025-10-10T13:55:40.784718,Day 19 of posting until this goes viral. Reaction content.,7100,580,72,111,original,reggaeton_launch_q2
7513,148,tiktok,2025-09-11T07:53:06.784718,You asked for it so here it is. Reaction content.,15395,1992,194,239,trending,fitness_january_push
7514,148,tiktok,2025-11-15T06:44:40.784718,Trying something different today. Reaction content.,9961,792,141,75,trending,back_to_school_2025
7515,149,tiktok,2025-11-15T16:06:39.784718,This audio is stuck in my head. Skits and comedy.,1758854,186241,27016,29235,trending,reggaeton_launch_q2
7516,149,tiktok,2025-10-16T00:52:15.784718,You asked for it so here it is. Skits and comedy.,1711633,120311,22562,37598,original,beauty_summer_2025
7517,149,tiktok,2025-11-11T16:23:57.784718,Cannot believe this just happened. Skits and comedy.,1676890,168399,22658,46789,trending,back_to_school_2025
7518,149,tiktok,2025-10-29T17:17:55.784718,"New drop just landed, what do you think. Skits and comedy.",729460,78244,8296,14904,original,back_to_school_2025
7519,149,tiktok,2025-11-05T14:33:48.784718,You asked for it so here it is. Skits and comedy.,790113,52053,11201,16848,original,
7520,149,tiktok,2025-08-23T18:14:44.784718,"New drop just landed, what do you think. Skits and comedy.",575915,60004,7747,13566,catalogue,back_to_school_2025
7521,149,tiktok,2025-08-26T05:24:56.784718,Cannot believe this just happened. Skits and comedy.,1692120,154763,21107,32133,trending,beauty_summer_2025
7522,149,tiktok,2025-10-29T23:19:20.784718,"New drop just landed, what do you think. Skits and comedy.",1668457,178287,27778,30344,trending,
7523,149,tiktok,2025-10-18T09:18:52.784718,This audio is stuck in my head. Skits and comedy.,630894,34011,3486,3973,catalogue,back_to_school_2025
7524,149,tiktok,2025-11-03T20:35:56.784718,This audio is stuck in my head. Skits and comedy.,1697624,152901,14314,28152,trending,back_to_school_2025
7525,149,tiktok,2025-09-15T23:18:20.784718,Cannot believe this just happened. Skits and comedy.,1844162,143128,22816,36642,catalogue,gaming_console_drop
7526,149,tiktok,2025-10-11T10:47:57.784718,POV you are listening to this on repeat. Skits and comedy.,626833,57433,10226,7741,catalogue,gaming_console_drop
7527,149,tiktok,2025-08-07T21:35:12.784718,Cannot believe this just happened. Skits and comedy.,1710205,171369,11944,40536,trending,
7528,149,tiktok,2025-08-08T15:11:37.784718,This audio is stuck in my head. Skits and comedy.,1148987,96567,8135,23727,catalogue,
7529,149,tiktok,2025-09-06T05:47:58.784718,POV you are listening to this on repeat. Skits and comedy.,636877,56381,11689,13571,catalogue,fitness_january_push
7530,149,tiktok,2025-08-02T12:58:24.784718,You asked for it so here it is. Skits and comedy.,1039814,109395,11174,8968,original,fitness_january_push
7531,149,tiktok,2025-08-06T20:18:50.784718,"New drop just landed, what do you think. Skits and comedy.",1331213,113974,12063,19005,trending,
7532,149,tiktok,2025-10-16T07:40:06.784718,Cannot believe this just happened. Skits and comedy.,1015416,93016,15887,35397,catalogue,gaming_console_drop
7533,149,tiktok,2025-08-14T19:58:44.784718,Cannot believe this just happened. Skits and comedy.,1785804,137872,23848,32954,original,back_to_school_2025
7534,149,tiktok,2025-08-25T20:47:08.784718,POV you are listening to this on repeat. Skits and comedy.,2087451,159762,34503,61094,trending,gaming_console_drop
7535,149,tiktok,2025-09-16T05:13:49.784718,This audio is stuck in my head. Skits and comedy.,1434648,90113,18069,15936,trending,
7536,149,tiktok,2025-08-15T21:40:29.784718,Cannot believe this just happened. Skits and comedy.,1838971,179186,27054,44997,original,beauty_summer_2025
7537,149,tiktok,2025-11-10T00:32:40.784718,Cannot believe this just happened. Skits and comedy.,836792,94125,7244,18190,trending,back_to_school_2025
7538,149,tiktok,2025-10-19T02:16:45.784718,You asked for it so here it is. Skits and comedy.,1861697,177261,22787,41022,catalogue,
7539,149,tiktok,2025-10-22T09:47:19.784718,Trying something different today. Skits and comedy.,1225304,64722,9784,16573,trending,
7540,149,tiktok,2025-08-12T21:06:20.784718,Tag a friend who needs to see this. Skits and comedy.,1078792,70356,10706,14414,original,reggaeton_launch_q2
7541,149,tiktok,2025-10-18T01:44:25.784718,You asked for it so here it is. Skits and comedy.,1951124,168461,28357,36066,trending,fitness_january_push
7542,149,tiktok,2025-10-30T15:40:50.784718,Day 3 of posting until this goes viral. Skits and comedy.,744984,62345,6933,13049,catalogue,fitness_january_push
7543,149,tiktok,2025-08-15T03:41:31.784718,Behind the scenes of the next project. Skits and comedy.,1610872,161053,22052,36334,trending,beauty_summer_2025
7544,149,tiktok,2025-08-07T20:15:47.784718,POV you are listening to this on repeat. Skits and comedy.,1057819,66326,15203,20717,catalogue,
7545,149,tiktok,2025-08-09T10:21:52.784718,Trying something different today. Skits and comedy.,1524207,149645,24636,54709,catalogue,fitness_january_push
7546,149,tiktok,2025-08-02T07:55:18.784718,Trying something different today. Skits and comedy.,2057678,214572,38404,19480,catalogue,gaming_console_drop
7547,149,tiktok,2025-08-22T11:26:21.784718,Tag a friend who needs to see this. Skits and comedy.,2132143,126595,28069,20674,trending,beauty_summer_2025
7548,149,tiktok,2025-08-28T16:07:27.784718,POV you are listening to this on repeat. Skits and comedy.,744493,64728,8220,15775,original,gaming_console_drop
7549,149,tiktok,2025-08-17T23:21:13.784718,Trying something different today. Skits and comedy.,1408636,118258,19358,13195,catalogue,fitness_january_push
7550,149,tiktok,2025-10-11T21:34:30.784718,Cannot believe this just happened. Skits and comedy.,1599668,151702,19295,16981,catalogue,back_to_school_2025
7551,149,tiktok,2025-08-26T11:00:40.784718,Cannot believe this just happened. Skits and comedy.,799758,80273,6190,21688,trending,gaming_console_drop
7552,149,tiktok,2025-10-29T05:49:58.784718,Tag a friend who needs to see this. Skits and comedy.,595694,55644,11381,15442,catalogue,fitness_january_push
7553,149,tiktok,2025-07-26T16:55:12.784718,Tag a friend who needs to see this. Skits and comedy.,1612424,158991,13794,46758,catalogue,fitness_january_push
7554,149,tiktok,2025-10-09T18:01:45.784718,Trying something different today. Skits and comedy.,2022853,130691,15342,33869,original,fitness_january_push
7555,149,tiktok,2025-08-25T17:58:49.784718,"New drop just landed, what do you think. Skits and comedy.",1827197,141449,27225,44535,original,reggaeton_launch_q2
7556,149,tiktok,2025-11-13T04:13:00.784718,POV you are listening to this on repeat. Skits and comedy.,1224266,125770,12598,35892,original,fitness_january_push
7557,149,tiktok,2025-09-12T19:53:37.784718,You asked for it so here it is. Skits and comedy.,1459791,153533,25375,13085,trending,back_to_school_2025
7558,149,tiktok,2025-07-27T20:55:36.784718,POV you are listening to this on repeat. Skits and comedy.,999390,69063,5803,13009,original,reggaeton_launch_q2
7559,149,tiktok,2025-10-23T21:25:56.784718,Cannot believe this just happened. Skits and comedy.,1029738,121878,9668,21162,catalogue,
7560,149,tiktok,2025-10-26T16:20:57.784718,"New drop just landed, what do you think. Skits and comedy.",1469793,112978,11133,20898,original,gaming_console_drop
7561,149,tiktok,2025-10-08T01:32:58.784718,Day 7 of posting until this goes viral. Skits and comedy.,1085746,63916,4642,17742,catalogue,
7562,149,tiktok,2025-08-15T16:44:34.784718,POV you are listening to this on repeat. Skits and comedy.,1262656,78095,14124,22460,catalogue,back_to_school_2025
7563,149,tiktok,2025-08-31T21:39:49.784718,Cannot believe this just happened. Skits and comedy.,1747902,114690,16260,13478,catalogue,
7564,149,tiktok,2025-10-06T20:26:49.784718,POV you are listening to this on repeat. Skits and comedy.,1965045,175093,14592,49548,catalogue,reggaeton_launch_q2
7565,149,tiktok,2025-08-01T16:46:36.784718,Tag a friend who needs to see this. Skits and comedy.,1476857,112899,13904,21690,original,beauty_summer_2025
7566,149,tiktok,2025-11-13T06:04:43.784718,Behind the scenes of the next project. Skits and comedy.,1741746,174274,22018,40555,original,beauty_summer_2025
7567,149,tiktok,2025-11-08T04:36:28.784718,Behind the scenes of the next project. Skits and comedy.,915546,90469,8900,17589,catalogue,back_to_school_2025
7568,149,tiktok,2025-11-04T18:14:40.784718,Trying something different today. Skits and comedy.,672743,64958,4950,7453,catalogue,reggaeton_launch_q2
7569,149,tiktok,2025-10-12T22:31:00.784718,Tag a friend who needs to see this. Skits and comedy.,1938082,180605,26014,31177,catalogue,back_to_school_2025
7570,149,tiktok,2025-09-11T02:52:02.784718,You asked for it so here it is. Skits and comedy.,1136072,91242,14142,27258,original,back_to_school_2025
7571,149,tiktok,2025-10-20T12:53:50.784718,POV you are listening to this on repeat. Skits and comedy.,521328,45102,6347,12973,trending,fitness_january_push
7572,149,tiktok,2025-08-01T06:26:12.784718,POV you are listening to this on repeat. Skits and comedy.,1448269,96331,18928,16588,original,fitness_january_push
7573,149,tiktok,2025-08-22T00:02:48.784718,Behind the scenes of the next project. Skits and comedy.,881447,82879,12614,10529,trending,beauty_summer_2025
7574,149,tiktok,2025-09-11T06:59:11.784718,Trying something different today. Skits and comedy.,756134,53382,5206,6771,original,beauty_summer_2025
7575,149,tiktok,2025-11-16T16:38:19.784718,Behind the scenes of the next project. Skits and comedy.,2004206,229236,31859,43969,catalogue,
7576,149,tiktok,2025-10-20T12:31:00.784718,You asked for it so here it is. Skits and comedy.,840774,71744,6567,18846,catalogue,gaming_console_drop
7577,149,tiktok,2025-10-14T11:18:16.784718,You asked for it so here it is. Skits and comedy.,2135890,217216,16704,31409,catalogue,reggaeton_launch_q2
7578,149,tiktok,2025-08-29T23:59:10.784718,This audio is stuck in my head. Skits and comedy.,1655233,113077,16420,10072,catalogue,
7579,149,tiktok,2025-11-13T09:18:04.784718,Cannot believe this just happened. Skits and comedy.,2162766,127457,20436,11465,original,back_to_school_2025
7580,149,tiktok,2025-09-08T18:16:06.784718,Behind the scenes of the next project. Skits and comedy.,1080210,104023,10153,28644,catalogue,reggaeton_launch_q2
7581,149,tiktok,2025-10-25T06:06:43.784718,Day 14 of posting until this goes viral. Skits and comedy.,763789,81295,6489,20383,catalogue,gaming_console_drop
7582,149,tiktok,2025-09-01T13:11:17.784718,"New drop just landed, what do you think. Skits and comedy.",828488,56824,10037,15951,original,fitness_january_push
7583,149,tiktok,2025-09-27T08:41:13.784718,You asked for it so here it is. Skits and comedy.,1252806,75987,12286,23583,catalogue,gaming_console_drop
7584,149,tiktok,2025-10-21T06:05:25.784718,Tag a friend who needs to see this. Skits and comedy.,1750570,138638,15204,38266,catalogue,beauty_summer_2025
7585,149,tiktok,2025-09-18T19:25:40.784718,Tag a friend who needs to see this. Skits and comedy.,1828035,125445,15892,26469,catalogue,fitness_january_push
7586,149,tiktok,2025-10-21T16:57:24.784718,POV you are listening to this on repeat. Skits and comedy.,1032565,62051,10376,14899,catalogue,fitness_january_push
7587,149,tiktok,2025-09-12T18:42:39.784718,Behind the scenes of the next project. Skits and comedy.,1621813,147996,23945,55738,trending,fitness_january_push
7588,149,tiktok,2025-10-08T17:08:57.784718,You asked for it so here it is. Skits and comedy.,1542708,149744,17816,26406,trending,reggaeton_launch_q2
7589,150,tiktok,2025-08-05T04:54:44.784718,Day 13 of posting until this goes viral. Tutorials and how to.  Full routine and products in the description.,5199,389,45,42,original,
7590,150,tiktok,2025-08-28T15:20:22.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,2924,224,31,26,catalogue,back_to_school_2025
7591,150,tiktok,2025-08-08T11:36:06.784718,Day 21 of posting until this goes viral. Tutorials and how to.  Full routine and products in the description.,6792,766,71,68,trending,
7592,150,tiktok,2025-11-04T09:27:12.784718,Day 2 of posting until this goes viral. Tutorials and how to.  Full routine and products in the description.,2941,185,13,61,catalogue,fitness_january_push
7593,150,tiktok,2025-10-23T02:04:13.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,6081,529,103,59,original,fitness_january_push
7594,150,tiktok,2025-10-13T23:17:01.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,4325,342,49,75,original,reggaeton_launch_q2
7595,150,tiktok,2025-09-03T05:10:35.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,6068,784,86,224,trending,beauty_summer_2025
7596,150,tiktok,2025-09-10T16:50:16.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,7546,658,93,211,trending,gaming_console_drop
7597,150,tiktok,2025-10-22T14:54:10.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,2786,194,27,47,catalogue,gaming_console_drop
7598,150,tiktok,2025-09-22T21:49:48.784718,POV you are listening to this on repeat. Tutorials and how to.  Full routine and products in the description.,7099,658,91,118,original,fitness_january_push
7599,150,tiktok,2025-11-18T05:12:49.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,3578,229,37,21,catalogue,fitness_january_push
7600,150,tiktok,2025-11-03T14:23:07.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,2547,232,52,69,catalogue,reggaeton_launch_q2
7601,150,tiktok,2025-09-06T23:21:01.784718,POV you are listening to this on repeat. Tutorials and how to.  Full routine and products in the description.,4447,278,44,99,catalogue,beauty_summer_2025
7602,150,tiktok,2025-11-01T23:31:14.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,1805,168,34,39,catalogue,reggaeton_launch_q2
7603,150,tiktok,2025-09-11T07:07:34.784718,POV you are listening to this on repeat. Tutorials and how to.  Full routine and products in the description.,5126,546,64,133,trending,beauty_summer_2025
7604,150,tiktok,2025-10-09T03:40:10.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,7939,821,137,237,original,fitness_january_push
7605,150,tiktok,2025-11-18T10:54:52.784718,Day 29 of posting until this goes viral. Tutorials and how to.  Full routine and products in the description.,2311,175,25,31,trending,reggaeton_launch_q2
7606,150,tiktok,2025-09-06T10:43:51.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,1864,182,36,56,original,reggaeton_launch_q2
7607,150,tiktok,2025-10-28T22:28:25.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,7491,505,91,150,catalogue,back_to_school_2025
7608,150,tiktok,2025-10-28T14:14:47.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,2103,168,15,30,original,beauty_summer_2025
7609,150,tiktok,2025-09-23T04:32:13.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,7300,590,79,108,catalogue,beauty_summer_2025
7610,150,tiktok,2025-11-06T22:21:12.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,2307,262,52,72,trending,
7611,150,tiktok,2025-08-25T07:56:31.784718,"New drop just landed, what do you think. Tutorials and how to.  Full routine and products in the description.",4818,364,70,89,original,fitness_january_push
7612,150,tiktok,2025-11-17T13:39:04.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,2716,260,39,51,catalogue,
7613,150,tiktok,2025-09-11T14:28:15.784718,"New drop just landed, what do you think. Tutorials and how to.  Full routine and products in the description.",4729,638,41,65,original,fitness_january_push
7614,150,tiktok,2025-10-22T07:52:32.784718,POV you are listening to this on repeat. Tutorials and how to.  Full routine and products in the description.,7435,516,109,60,original,beauty_summer_2025
7615,150,tiktok,2025-08-08T02:03:35.784718,Tag a friend who needs to see this. Tutorials and how to.  Full routine and products in the description.,3127,191,43,40,trending,gaming_console_drop
7616,150,tiktok,2025-11-08T10:22:35.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,3388,236,41,65,original,gaming_console_drop
7617,150,tiktok,2025-10-18T20:40:33.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,3929,301,43,53,catalogue,back_to_school_2025
7618,150,tiktok,2025-08-01T08:59:18.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,2336,258,51,58,original,fitness_january_push
7619,150,tiktok,2025-11-14T00:46:12.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,6327,592,75,152,original,fitness_january_push
7620,150,tiktok,2025-08-18T06:13:48.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,7099,445,64,150,trending,reggaeton_launch_q2
7621,150,tiktok,2025-07-31T11:32:17.784718,"New drop just landed, what do you think. Tutorials and how to.  Full routine and products in the description.",3257,271,46,56,original,
7622,150,tiktok,2025-10-11T11:25:19.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,5848,541,94,93,catalogue,beauty_summer_2025
7623,150,tiktok,2025-10-18T13:08:11.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,1887,156,27,21,original,reggaeton_launch_q2
7624,150,tiktok,2025-11-21T01:31:29.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,5526,418,70,121,trending,back_to_school_2025
7625,150,tiktok,2025-11-19T23:25:22.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,6003,606,83,67,original,back_to_school_2025
7626,150,tiktok,2025-10-08T06:36:54.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,3009,200,27,18,trending,reggaeton_launch_q2
7627,150,tiktok,2025-08-02T23:30:03.784718,"New drop just landed, what do you think. Tutorials and how to.  Full routine and products in the description.",1971,183,23,32,catalogue,reggaeton_launch_q2
7628,150,tiktok,2025-09-04T03:55:27.784718,Day 11 of posting until this goes viral. Tutorials and how to.  Full routine and products in the description.,3832,275,62,101,original,reggaeton_launch_q2
7629,150,tiktok,2025-10-04T15:59:07.784718,Day 30 of posting until this goes viral. Tutorials and how to.  Full routine and products in the description.,1865,224,25,42,original,reggaeton_launch_q2
7630,150,tiktok,2025-08-31T04:25:48.784718,Tag a friend who needs to see this. Tutorials and how to.  Full routine and products in the description.,5444,482,47,89,trending,beauty_summer_2025
7631,150,tiktok,2025-11-21T02:41:57.784718,Tag a friend who needs to see this. Tutorials and how to.  Full routine and products in the description.,2842,256,50,92,catalogue,gaming_console_drop
7632,150,tiktok,2025-07-27T05:40:42.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,2655,251,22,59,original,fitness_january_push
7633,150,tiktok,2025-08-21T01:20:57.784718,POV you are listening to this on repeat. Tutorials and how to.  Full routine and products in the description.,2646,227,33,71,catalogue,
7634,150,tiktok,2025-09-15T00:29:42.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,3632,460,27,94,catalogue,reggaeton_launch_q2
7635,150,tiktok,2025-07-31T18:44:05.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,7002,636,84,169,catalogue,fitness_january_push
7636,150,tiktok,2025-10-07T18:43:39.784718,Tag a friend who needs to see this. Tutorials and how to.  Full routine and products in the description.,4767,330,71,53,catalogue,beauty_summer_2025
7637,150,tiktok,2025-10-23T03:29:01.784718,Tag a friend who needs to see this. Tutorials and how to.  Full routine and products in the description.,4965,299,27,31,catalogue,reggaeton_launch_q2
7638,150,tiktok,2025-10-11T06:02:06.784718,Day 2 of posting until this goes viral. Tutorials and how to.  Full routine and products in the description.,7175,465,84,80,trending,reggaeton_launch_q2
7639,150,tiktok,2025-09-06T16:19:20.784718,Tag a friend who needs to see this. Tutorials and how to.  Full routine and products in the description.,3291,315,61,91,original,fitness_january_push
7640,150,tiktok,2025-10-26T18:10:33.784718,Tag a friend who needs to see this. Tutorials and how to.  Full routine and products in the description.,5239,528,105,143,trending,
7641,150,tiktok,2025-08-27T10:38:38.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,3962,342,43,102,trending,reggaeton_launch_q2
7642,150,tiktok,2025-09-09T16:57:44.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,2938,234,30,64,trending,beauty_summer_2025
7643,150,tiktok,2025-07-30T21:13:58.784718,Trying something different today. Tutorials and how to.  Full routine and products in the description.,2586,268,16,63,trending,reggaeton_launch_q2
7644,150,tiktok,2025-08-31T00:35:18.784718,Day 14 of posting until this goes viral. Tutorials and how to.  Full routine and products in the description.,5314,573,51,35,catalogue,fitness_january_push
7645,150,tiktok,2025-10-24T16:09:55.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,7089,762,98,91,catalogue,gaming_console_drop
7646,150,tiktok,2025-08-12T13:56:49.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,6497,493,103,70,catalogue,beauty_summer_2025
7647,150,tiktok,2025-09-21T17:27:00.784718,Tag a friend who needs to see this. Tutorials and how to.  Full routine and products in the description.,2858,180,21,24,original,reggaeton_launch_q2
7648,150,tiktok,2025-09-08T13:12:30.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,6538,758,75,223,catalogue,gaming_console_drop
7649,150,tiktok,2025-08-31T16:45:27.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,1957,119,9,21,catalogue,fitness_january_push
7650,150,tiktok,2025-08-27T19:07:43.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,1926,143,11,41,trending,gaming_console_drop
7651,150,tiktok,2025-09-04T23:20:30.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,2299,212,42,33,catalogue,reggaeton_launch_q2
7652,150,tiktok,2025-11-05T02:50:10.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,4763,372,37,59,trending,back_to_school_2025
7653,150,tiktok,2025-10-28T14:09:23.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,4351,300,54,54,original,
7654,150,tiktok,2025-08-21T11:06:18.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,4626,340,41,113,trending,back_to_school_2025
7655,150,tiktok,2025-09-08T18:46:11.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,7679,444,35,168,trending,fitness_january_push
7656,150,tiktok,2025-09-23T21:21:25.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,3321,288,34,73,trending,
7657,150,tiktok,2025-08-26T05:39:42.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,7795,692,59,199,original,back_to_school_2025
7658,150,tiktok,2025-08-31T05:10:53.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,5110,441,63,82,catalogue,gaming_console_drop
7659,150,tiktok,2025-09-06T21:13:03.784718,Cannot believe this just happened. Tutorials and how to.  Full routine and products in the description.,4899,359,39,30,original,reggaeton_launch_q2
7660,150,tiktok,2025-08-12T10:16:32.784718,Behind the scenes of the next project. Tutorials and how to.  Full routine and products in the description.,4291,556,77,123,trending,gaming_console_drop
7661,150,tiktok,2025-11-07T18:11:29.784718,"New drop just landed, what do you think. Tutorials and how to.  Full routine and products in the description.",7489,698,142,251,catalogue,fitness_january_push
7662,150,tiktok,2025-11-21T23:11:26.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,4061,279,44,55,catalogue,gaming_console_drop
7663,150,tiktok,2025-09-08T19:45:33.784718,This audio is stuck in my head. Tutorials and how to.  Full routine and products in the description.,5930,438,41,135,trending,back_to_school_2025
7664,150,tiktok,2025-08-03T14:29:02.784718,You asked for it so here it is. Tutorials and how to.  Full routine and products in the description.,7410,606,102,82,catalogue,fitness_january_push
7665,150,tiktok,2025-09-16T07:37:05.784718,POV you are listening to this on repeat. Tutorials and how to.  Full routine and products in the description.,6039,450,63,84,original,gaming_console_drop
7666,151,youtube,2025-08-19T17:46:42.784718,POV you are listening to this on repeat. Skits and comedy.,192070,15548,1871,1480,trending,beauty_summer_2025
7667,151,youtube,2025-11-09T12:30:09.784718,Cannot believe this just happened. Skits and comedy.,101113,9551,1148,2703,catalogue,back_to_school_2025
7668,151,youtube,2025-09-17T20:24:14.784718,Cannot believe this just happened. Skits and comedy.,115237,7250,941,1396,catalogue,gaming_console_drop
7669,151,youtube,2025-07-26T08:25:41.784718,"New drop just landed, what do you think. Skits and comedy.",122942,8883,1422,804,original,fitness_january_push
7670,151,youtube,2025-11-01T07:47:24.784718,"New drop just landed, what do you think. Skits and comedy.",128667,7897,1919,1814,original,reggaeton_launch_q2
7671,151,youtube,2025-09-21T08:34:13.784718,Behind the scenes of the next project. Skits and comedy.,137952,10234,1104,3807,catalogue,back_to_school_2025
7672,151,youtube,2025-11-01T20:06:29.784718,Cannot believe this just happened. Skits and comedy.,212336,11150,2097,3563,trending,back_to_school_2025
7673,151,youtube,2025-11-20T03:06:41.784718,You asked for it so here it is. Skits and comedy.,103595,9136,819,2043,original,gaming_console_drop
7674,151,youtube,2025-11-19T01:14:44.784718,Trying something different today. Skits and comedy.,121020,10457,1610,1436,catalogue,beauty_summer_2025
7675,151,youtube,2025-08-25T14:27:59.784718,This audio is stuck in my head. Skits and comedy.,178443,15168,2126,2895,trending,fitness_january_push
7676,151,youtube,2025-08-22T16:42:43.784718,Day 19 of posting until this goes viral. Skits and comedy.,86412,7721,980,1356,trending,fitness_january_push
7677,151,youtube,2025-09-20T06:41:16.784718,Day 11 of posting until this goes viral. Skits and comedy.,168548,10860,1720,3495,catalogue,back_to_school_2025
7678,151,youtube,2025-11-17T08:14:30.784718,You asked for it so here it is. Skits and comedy.,175307,17837,2895,4193,catalogue,fitness_january_push
